,material_id,formula_pretty,spacegroup,formation_energy_per_atom,band_gap,energy_above_hull,total_magnetization,ordering,total_magnetization_normalized_formula_units,num_magnetic_sites,theoretical,Magmom_per_B
0,mp-1055985,B,P6/mmm,0.7073052808333342,0.0,0.7073052808333342,1e-07,NM,1e-07,0,False,1e-07
1,mp-1182425,B,C2/m,0.4823335816666668,0.0,0.4823335816666665,0.0003072,NM,2.56e-05,0,True,2.56e-05
2,mp-1202723,B,Pa-3,0.3214307700000003,0.0,0.3214307700000001,0.0026779,NM,5.5789583333333335e-05,0,True,5.5789583333333335e-05
3,mp-1196985,B,Pm-3,0.2145752712500007,0.0,0.2145752712500011,0.7147173,NM,0.01488994375,0,True,0.01488994375
4,mp-22046,B,P4_2/nnm,0.0983517926333331,0.0,0.0983517926333341,2e-07,NM,3.9999999999999994e-09,0,False,3.9999999999999994e-09
5,mp-541848,B,R-3m,0.7090749072222235,0.0,0.7090749072222229,0.0,NM,0.0,0,False,0.0
6,mp-1193675,B,Pnnm,0.0274361094047626,1.5133,0.0274361094047623,0.0,NM,0.0,0,False,0.0
7,mp-570316,B,P4_2/nnm,0.1552666991666669,0.0,0.1552666991666669,1.6e-06,NM,3.3333333333333334e-08,0,False,3.3333333333333334e-08
8,mp-570602,B,P4_2/nnm,0.2234685456333329,0.0,0.2234685456333336,4.1e-06,FM,8.199999999999999e-08,2,False,8.199999999999999e-08
9,mp-160,B,R-3m,0.0,1.4333999999999998,0.0,0.0,NM,0.0,0,False,0.0
10,mp-632401,B,P1,0.2915357083333336,0.0,0.2915357083333338,0.0,NM,0.0,0,True,0.0
11,mp-729184,B,P2/c,1.498615078583334,0.5116,1.4986150785833336,0.0007432,NM,1.858e-05,0,False,1.858e-05
12,mp-1228790,B,R-3m,0.1906845795000013,0.0,0.1906845795000009,1.3e-06,NM,1.238095238095238e-08,0,True,1.238095238095238e-08
13,mp-161,B,R-3m,0.0269762281666674,0.0,0.0269762281666672,1e-07,NM,9.523809523809524e-10,0,False,9.523809523809524e-10
14,mp-1104251,B,R-3m,0.214667033500001,0.0,0.2146670335000013,0.0005542,NM,3.694666666666667e-05,0,False,3.694666666666667e-05
15,mp-1079437,FeB4,Pnnm,-0.1707829783333338,0.0,0.0068451468333368,7.9e-06,NM,3.95e-06,0,False,9.875e-07
16,mp-12570,ThB12,Fm-3m,-0.2534662107692294,0.0,0.0096971426923078,0.0,NM,0.0,0,False,0.0
17,mp-493,Co2B,I4/mcm,-0.2443667130555553,0.0,0.0236850566666664,4.0339395,FM,2.01696975,4,False,2.01696975
18,mp-22266,GdB6,Pm-3m,-0.4566200349999992,0.0,0.0,6.839141,FM,6.839141,1,False,1.1398568333333332
19,mp-585,MnB2,P6/mmm,-0.2905682387547894,0.0,0.0927278444444361,2.933335,FM,2.933335,1,False,1.4666675
20,mp-1096825,B6Pb,Pm-3m,0.1151000150000009,0.9206000000000004,0.1151000149999923,0.0001254,NM,0.0001254,0,True,2.0900000000000003e-05
21,mp-10255,Nb3B4,Immm,-0.7657891780952377,0.0,0.0,0.0,NM,0.0,0,False,0.0
22,mp-7991,BN,P6_3/mmc,-1.4611192995833324,3.9617,0.0002607300000008,0.0,NM,0.0,0,False,0.0
23,mp-7229,B5Mo2,R-3m,0.065427077738096,0.0,0.4354736101190504,0.0189101,NM,0.0189101,0,False,0.0037820199999999
24,mp-684709,K3B17,I4/mmm,0.0921417762583331,0.1434999999999999,0.1182718158083329,0.1403349,NM,0.07016745,0,True,0.0041274970588235
25,mp-800,TmB2,P6/mmm,-0.6522547150000003,0.0,0.0,2.9e-06,NM,2.9e-06,0,False,1.45e-06
26,mp-1217367,Th2B15,P4/mmm,-0.3914259716176469,0.0,0.0110591572058824,0.001834,NM,0.000917,0,True,6.113333333333333e-05
27,mp-1080021,Nb2B3,Cmcm,-0.7472915165000004,0.0,0.0,0.0,NM,0.0,0,False,0.0
28,mp-569128,SiB3,Imma,-0.0402279506249998,1.4080000000000004,0.0,0.0,NM,0.0,0,False,0.0
29,mp-1192099,BO3,P3_2,-0.9142760351041672,0.0,0.8349862688020835,17.9999042,FM,2.9999840333333334,18,False,2.9999840333333334
30,mp-758800,B84O11,P1,-0.6331808554342112,2.5780000000000003,0.0196611005263154,0.001742,NM,0.001742,0,True,2.073809523809524e-05
31,mp-1386486,BC5,P-1,2.8466256038888886,0.0,2.867530789201393,6.57e-05,NM,3.285e-05,0,True,3.285e-05
32,mp-7700,SiB6,Pm-3m,0.4559366792857143,0.0465999999999997,0.4789240796428569,1e-07,NM,1e-07,0,False,1.6666666666666667e-08
33,mp-1097,TaB,Cmcm,-0.8128741745833317,0.0,0.0,4e-07,NM,2e-07,0,False,2e-07
34,mp-965,TbB2,P6/mmm,-0.5270450061111104,0.0,0.0,4.7e-06,NM,4.7e-06,0,False,2.35e-06
35,mp-1071504,Ti2B,I4/mcm,0.1606498597222211,0.0,0.7153529880555549,0.0192567,NM,0.00962835,0,True,0.00962835
36,mp-1245924,TiB12,Fm-3m,-0.0935795025641025,0.0,0.1500362960256405,0.0013905,NM,0.0013905,0,True,0.000115875
37,mp-616575,MnB,P4_2/ncm,-0.0007014422988502,0.0,0.4997346450000011,8.0605966,FM,1.007574575,8,False,1.007574575
38,mp-1104905,TmB12,Fm-3m,-0.2515251789743583,0.0,0.0,0.0,NM,0.0,0,False,0.0
39,mp-1228623,BC,P-6m2,0.5973668766666664,0.0,0.6600824326041677,0.0004918,NM,0.0004918,0,True,0.0004918
40,mp-1183146,BAu3,Fm-3m,0.8769440827083339,0.0,0.8769440827083339,0.0002553,NM,0.0002553,0,True,0.0002553
41,mp-1079053,B2Mo3,P4/mbm,-0.3703142616666667,0.0,0.0314735939999994,0.0,NM,0.0,0,False,0.0
42,mp-13151,BN,P4_2/mnm,-1.2822043833333332,4.7783,0.17917564625,0.0002724,NM,6.81e-05,0,True,6.81e-05
43,mp-1078253,MnB4,Pnnm,-0.2819452179195394,0.0,0.0076388620000003,1.3649548,FM,0.6824774,2,False,0.17061935
44,mp-1199451,B2S3,I4_1/a,-0.735364399101667,2.5061,0.0,5.1e-06,NM,1.02e-07,0,False,5.1e-08
45,mp-1183252,BIr,P-6m2,-0.200506019583333,0.0,0.0,0.0,NM,0.0,0,True,0.0
46,mp-1221769,Mn4B,F222,-0.1350886091781618,0.0,0.1030640468275869,0.0002964,NM,0.0001482,0,True,0.0001482
47,mp-1080698,Fe3B,P6_322,0.0307551977083342,0.0,0.2613752812500003,11.824489,FM,5.9122445,6,True,5.9122445
48,mp-1103809,NpB12,Fm-3m,-0.2138517475961532,0.0,0.0,3.5665569,FM,3.5665569,1,False,0.297213075
49,mp-1245297,BN,P1,-0.635931230883333,1.0362,0.8254487987000001,0.0066455,NM,0.00013291,0,True,0.00013291
50,mp-629015,BN,P6_3/mmc,-1.457822842083333,3.9745,0.0035571875000002,0.0,NM,0.0,0,True,0.0
51,mp-1002183,TcB,Pm-3m,0.1357074129166662,0.0,0.5208401765909123,0.0019581,NM,0.0019581,0,True,0.0019581
52,mp-1104585,HoB12,Fm-3m,-0.2510495838461537,0.0,0.0,2e-07,NM,2e-07,0,False,1.6666666666666667e-08
53,mp-1228730,B24Mo7,P-6m2,-0.1403889248387095,0.0,0.1520672055913952,0.0025306,NM,0.0025306,0,True,0.0001054416666666
54,mp-1187032,Sn3B,I4/mmm,0.921080893958333,0.0,0.921080893958333,0.0003453,NM,0.0003453,0,True,0.0003453
55,mp-1102394,Nb5B6,Cmmm,-0.7659120259090909,0.0,0.0012770063636367,0.0,NM,0.0,0,False,0.0
56,mp-569803,B2W,P6_3/mmc,-0.3329432327777771,0.0,0.0,0.0,NM,0.0,0,False,0.0
57,mp-10145,YbB2,P6/mmm,-0.2122027627777777,0.0,0.178852500833333,0.0005989,NM,0.0005989,0,False,0.00029945
58,mp-1222412,LiB3,P4/mmm,-0.1131914752083327,0.1282000000000001,0.1238615012499995,3.74e-05,NM,1.87e-05,0,True,6.2333333333333335e-06
59,mp-997617,BOs,P-6m2,-0.2368548095833329,0.0,0.0,0.0,NM,0.0,0,True,0.0
60,mp-1080664,CrB,I4_1/amd,-0.5294658558333332,0.0,0.0,0.0,NM,0.0,0,False,0.0
61,mp-2267,HoB2,P6/mmm,-0.5925310861111098,0.0,0.0,6.5e-06,NM,6.5e-06,0,False,3.25e-06
62,mp-978989,Tc7B3,P6_3mc,-0.3185272267500011,0.0,0.0,1e-07,NM,5e-08,0,False,1.6666666666666667e-08
63,mp-7817,YB12,Fm-3m,-0.2439182797435896,0.0,0.0,0.0,NM,0.0,0,False,0.0
64,mp-1338697,B5H9,P4_3,-0.164378174702381,5.964700000000001,0.0192347789204632,0.0,NM,0.0,0,True,0.0
65,mp-10118,Mn3B4,Immm,-0.4073655486371095,0.0,0.0428676797619047,7.0516034,FM,7.0516034,3,False,1.76290085
66,mp-13415,Ta3B2,P4/mbm,-0.6724638266666674,0.0,0.0,0.0,NM,0.0,0,False,0.0
67,mp-1346,B6O,R-3m,-0.8054543612499998,1.9938,0.0,0.0,NM,0.0,0,False,0.0
68,mp-1004377,HfB6,Pm-3m,0.099437857857144,0.0,0.535674840476192,0.0013815,NM,0.0013815,0,True,0.0002302499999999
69,mp-2536,Ni2B,I4/mcm,-0.2897221180555552,0.0,0.0,0.0,NM,0.0,0,False,0.0
70,mp-978855,Sn3B,Pm-3m,0.9310438489583333,0.0,0.9310438489583333,0.0097396,NM,0.0097396,0,True,0.0097396
71,mp-20689,Nb3B2,P4/mbm,-0.6315941196666671,0.0,0.0,0.0,NM,0.0,0,False,0.0
72,mp-861943,BPt3,P6_3/mmc,-0.0186873372916664,0.0,0.1129917375000006,0.0004383,NM,0.00021915,0,True,0.00021915
73,mp-12062,AgB2,P6/mmm,0.5238218650000004,0.0,0.5238218649999995,0.0006201,NM,0.0006201,0,False,0.00031005
74,mp-8546,SmB4,P4/mbm,-0.5836938178333334,0.0,0.0,0.0,NM,0.0,0,False,0.0
75,mp-1200183,BS2,P2_1/c,-0.3055645490277775,0.0,0.4240368763194455,12.007029,FM,1.00058575,12,False,1.00058575
76,mp-1032,Ta2B,I4/mcm,-0.5240559813888895,0.0,0.0363305408333332,0.0,NM,0.0,0,False,0.0
77,mp-1245212,B2O3,P1,-2.676725261116666,4.4325,0.1220944251333335,0.0,NM,0.0,0,True,0.0
78,mp-530274,Al23B50,P-1,-0.0545803088812789,0.0,0.0,4e-07,NM,4e-07,0,True,7.999999999999999e-09
79,mp-1190529,BPd5,P2_1/c,-0.2177045856944441,0.0,0.0,0.0010983,NM,0.000274575,0,True,0.000274575
80,mp-1890,BMo,I4_1/amd,-0.5022348195833324,0.0,0.0,0.0,NM,0.0,0,False,0.0
81,mp-28366,Gd2B5,P2_1/c,-0.5845295036904748,0.0,0.0,0.0731671,FiM,0.018291775,8,False,0.003658355
82,mp-569424,Cr2B,Fddd,-0.3718065338888887,0.0,0.0,8e-07,NM,2e-07,0,False,2e-07
83,mp-10143,TiB,F-43m,0.7207276087499999,0.0,1.5527823012499995,0.0071934,NM,0.0071934,0,False,0.0071934
84,mp-1094049,SnB6,Pm-3m,0.173927298571429,0.7525000000000004,0.1739272985714288,0.0001256,NM,0.0001256,0,True,2.093333333333333e-05
85,mp-1189845,FeB,P4_2/ncm,-0.0312248970833328,0.0,0.3483219699999997,8.2879874,FM,1.035998425,8,False,1.035998425
86,mp-1103888,YbB12,Fm-3m,-0.1651435576923078,0.0,0.0827516311538456,5.8e-06,NM,5.8e-06,0,False,4.833333333333334e-07
87,mp-624,B6As,R-3m,-0.1703141307142855,2.6454000000000004,0.0,0.0,NM,0.0,0,False,0.0
88,mp-604884,BN,P-6m2,-1.457241514583334,4.3683,0.0041385149999992,0.0,NM,0.0,0,True,0.0
89,mp-685078,K11B62,Pm,0.1352349105296815,0.0,0.1613438944474881,0.0242259,NM,0.0242259,0,True,0.0003907403225806
90,mp-1077506,BN,Imm2,-1.1596577804166657,0.9469999999999992,0.3017222491666675,0.0001283,NM,4.2766666666666665e-05,0,True,4.2766666666666665e-05
91,mp-978495,SiB,P6_3mc,0.3849925629166666,0.0,0.4118111966666662,0.0003061,NM,0.00015305,0,True,0.00015305
92,mp-1238815,B4C,Cm,-0.1003448895,3.0415,0.0,0.0,NM,0.0,0,True,0.0
93,mp-714851,BN,P1,-1.363197862083334,2.8663,0.0981821674999992,1.48e-05,NM,1.48e-05,0,True,1.48e-05
94,mp-365,MgB4,Pnma,-0.1388331633333329,0.3735999999999997,0.0,0.0,NM,0.0,0,False,0.0
95,mp-1103120,LiB11,I-4m2,0.6697516046527786,0.0,0.7487692634722221,0.0009569,NM,0.0009569,0,True,8.69909090909091e-05
96,mp-1184492,In3B,Fm-3m,0.9109000777083334,0.0,0.9109000777083334,0.0001341,NM,0.0001341,0,True,0.0001341
97,mp-685145,BN,Fmm2,-1.4550472670833337,3.2495000000000003,0.0063327624999995,0.0,NM,0.0,0,False,0.0
98,mp-1101854,LiB11,I-4m2,0.7515439263194459,0.0,0.8305615851388897,0.000578,NM,0.000578,0,True,5.254545454545454e-05
99,mp-1108,TaB2,P6/mmm,-0.6492166861111102,0.0,0.0,0.0,NM,0.0,0,False,0.0
100,mp-1245301,BN,P1,-0.8400281440833328,0.8285,0.6213518855000011,0.0009471,NM,1.8942e-05,0,True,1.8942e-05
101,mp-13150,BN,R3m,-1.4593425520833332,4.3887,0.0020374775,0.0,NM,0.0,0,True,0.0
102,mp-1025170,Ti3B4,Immm,-0.9328539909523812,0.0,0.0,0.0,NM,0.0,0,False,0.0
103,mp-29654,B9H11,Pccn,-0.1890060343749993,2.9118,0.0,0.0,NM,0.0,0,False,0.0
104,mp-1006880,BiB,F-43m,0.7965304954166665,0.0922,0.7965304954166665,0.0001848,NM,0.0001848,0,True,0.0001848
105,mp-10142,Ta3B4,Immm,-0.773151200952381,0.0,0.0,0.0,NM,0.0,0,False,0.0
106,mp-1239206,BC3,I-43m,0.2487937142708336,0.0,0.2801514922395842,0.000394,NM,4.925e-05,0,True,4.925e-05
107,mp-639154,Co23B6,Fm-3m,-0.1479127555172416,0.0,0.018464204999999,35.1610391,FM,35.1610391,23,False,5.860173183333334
108,mp-29953,Na2B29,Imm2,0.0048062003568779,0.0,0.055172106367741,0.0069913,NM,0.0069913,0,True,0.0002410793103448
109,mp-27200,B13H19,P2_1/c,-0.1599821498958338,2.7669,0.0266131349751326,0.0006628,NM,0.0001657,0,False,1.2746153846153844e-05
110,mp-1215015,BOs,P-1,0.1692345891666669,0.0,0.4060893987499998,0.0017001,NM,0.000425025,0,True,0.000425025
111,mp-999120,TcB,P6_3/mmc,-0.2223849345833333,0.0,0.1627478290909128,0.0002465,NM,0.00012325,0,True,0.00012325
112,mp-1104066,TbB12,Fm-3m,-0.2480161776923079,0.0,0.0,0.0,NM,0.0,0,False,0.0
113,mp-1105080,BPd6,Fddd,-0.1936279320238096,0.0,0.0057288535714281,0.0001454,NM,7.27e-05,0,True,7.27e-05
114,mp-1188147,B4Os,P6_3/mmc,0.6549123211666668,0.0,0.7827130438333363,0.000214,NM,5.35e-05,0,True,1.3375e-05
115,mp-776402,B10H13,Pbca,-0.1816233826811588,3.206,0.0065708949660328,0.0,NM,0.0,0,False,0.0
116,mp-601223,BN,P6_3/mmc,1.1006231079166664,0.0,2.5620031375,9.04e-05,NM,4.52e-05,0,True,4.52e-05
117,mp-1639,BN,F-43m,-1.384026062083333,4.4506,0.0773539675000005,0.0006126,NM,0.0006126,0,False,0.0006126
118,mp-1095514,BC5,P-1,0.2827708422222213,0.0,0.3036760275347259,0.0006096,NM,0.0003048,0,True,0.0003048
119,mp-12763,TbB6,Pm-3m,-0.416075649285714,0.0,0.0201847799999992,0.0,NM,0.0,0,False,0.0
120,mp-1004525,SmB12,Fm-3m,-0.2275494834615378,0.0,0.0174502603846162,0.0,NM,0.0,0,True,0.0
121,mp-23184,BCl3,P6_3/m,-1.4336250847916658,4.7135,0.0,0.0,NM,0.0,0,False,0.0
122,mp-2091,V3B2,P4/mbm,-0.7226935446666658,0.0,0.0,0.0,NM,0.0,0,False,0.0
123,mp-984,BN,P6_3/mmc,-1.4613800295833332,4.273999999999999,0.0,0.0,NM,0.0,0,False,0.0
124,mp-1756,ThB6,Pm-3m,-0.4887319421428567,0.0,0.0,1e-07,NM,1e-07,0,False,1.6666666666666667e-08
125,mp-13854,B3Ru2,P6_3/mmc,-0.3316785064999991,0.0,0.0,0.0,NM,0.0,0,False,0.0
126,mp-1060982,CsB,Fm-3m,2.1456535114511497,0.0,2.1456535114511497,1.9844447,FM,1.9844447,1,False,1.9844447
127,mp-1187632,Tl3B,Fm-3m,0.9822966577083334,0.0,0.9822966577083334,0.0017338,NM,0.0017338,0,True,0.0017338
128,mp-1205309,LiB,Imma,-0.0949395112499997,0.3813999999999999,0.0708820450000002,3e-07,NM,1.5e-07,0,True,1.5e-07
129,mp-984728,BC,P6_3mc,0.4999176241666667,0.0,0.562633180104168,0.001636,NM,0.000818,0,True,0.000818
130,mp-28395,B6P,R-3m,-0.2902561697619045,2.4757,0.0,0.0,NM,0.0,0,False,0.0
131,mp-9208,V2B3,Cmcm,-0.7982462725000005,0.0,0.0,0.0,NM,0.0,0,False,0.0
132,mp-862847,PaB3,P6_3/mmc,-0.2006914643749988,0.0,0.0,0.0,NM,0.0,0,True,0.0
133,mp-27798,B4H5,P2_1/c,-0.176355828310185,2.8803,0.0123538504340459,0.0006674,NM,4.17125e-05,0,False,1.0428125e-05
134,mp-569405,B3H5,P2_1/c,-0.1730847102083335,3.6391,0.0116127275047253,0.0028683,NM,0.000239025,0,False,7.9675e-05
135,mp-1016262,Mg7B,P-6m2,0.3574743701041667,0.0,0.3819159881249998,0.0028733,NM,0.0028733,0,True,0.0028733
136,mp-862984,PmB3,P6_3/mmc,-0.1015338237499996,0.0,0.0,0.0,NM,0.0,0,True,0.0
137,mp-1077743,BC5,Imm2,0.2526929372222213,0.0,0.273598122534727,9.39e-05,NM,9.39e-05,0,True,9.39e-05
138,mp-1296,ErB6,Pm-3m,-0.3664476435714273,0.0,0.0641711866071439,0.0,NM,0.0,0,False,0.0
139,mp-706937,B9H11,P2_1/c,-0.1863846649374999,3.319,0.0026213694375085,4e-07,NM,5e-08,0,False,5.555555555555555e-09
140,mp-12054,Cr2B3,Cmcm,-0.4278752324999999,0.0,0.0281113124999965,0.0048854,NM,0.0024427,0,False,0.0008142333333333
141,mp-12569,PrB4,P4/mbm,-0.5431924088333332,0.0,0.0,0.0,NM,0.0,0,False,0.0
142,mp-1080030,BC7,P3m1,0.2347740672916654,0.0,0.2504529562760407,0.0035369,NM,0.0035369,0,True,0.0035369
143,mp-1097873,NdB4,C2/m,0.2304421431666675,0.0,0.7919851270000002,0.0008364,NM,0.0008364,0,True,0.0002091
144,mp-20787,FeB,Pnma,-0.3715626445833324,0.0,0.0079842225000001,4.6730965,FM,1.168274125,4,False,1.168274125
145,mp-505534,PuB6,Pm-3m,-0.3869568349999994,0.0,0.0048747883035726,5.4662987,FM,5.4662987,1,False,0.9110497833333334
146,mp-972733,Si3B,P6_3/mmc,0.9099000589583328,0.0,0.9233093758333332,0.0025783,NM,0.00128915,0,True,0.00128915
147,mp-971853,Zn3B,Pm-3m,0.6203578677083335,0.0,0.6203578677083335,0.0045132,NM,0.0045132,0,True,0.0045132
148,mp-1205418,B4W,P4/mbm,0.5012125466666675,0.0,0.7009784863333381,0.292338,NM,0.0730845,0,False,0.018271125
149,mp-530074,B4C,P1,-0.0030131842619044,0.0,0.0973317052380959,0.7139296,NM,0.0509949714285714,0,True,0.0127487428571428
150,mp-540668,BS2,P2_1/c,-0.7296014253472224,2.4370000000000003,0.0,0.0,NM,0.0,0,False,0.0
151,mp-530033,B8O,P2_1/m,-0.6043091028240747,2.4459,0.0221554003703703,0.0,NM,0.0,0,True,0.0
152,mp-1199460,BCl,Pa-3,-0.9443372933333324,0.0,0.0114127631944418,0.5917384,NM,0.0123278833333333,0,False,0.0123278833333333
153,mp-997618,BSb,F-43m,0.2739727504166671,0.7506000000000004,0.2739727504166671,0.0002022,NM,0.0002022,0,True,0.0002022
154,mp-1228647,B3Ir2,C2/m,-0.0995515894999996,0.0,0.0608532261666745,0.0010676,NM,0.0005338,0,True,0.0001779333333333
155,mp-27757,Be4B,P4/nmm,-0.0167171388333329,0.0,0.0,0.0,NM,0.0,0,False,0.0
156,mp-1183263,BOs3,P6_3/mmc,0.7774974827083323,0.0,0.8959248874999997,0.300262,FM,0.150131,2,True,0.150131
157,mp-1238837,BH,C2/c,-0.0746861039583327,0.0,0.0971375636553082,3.9975683,NM,0.1665653458333333,0,True,0.1665653458333333
158,mp-1059907,KB,Fm-3m,2.085555408916667,0.0,2.1009260204166664,6.89e-05,NM,6.89e-05,0,False,6.89e-05
159,mp-306,B2O3,P3_121,-2.79881968625,6.3017,0.0,0.0,NM,0.0,0,False,0.0
160,mp-1228811,B11Rh18,P1,-0.2876766896839087,0.0,0.0167822630172427,4e-07,NM,4e-07,0,True,3.636363636363636e-08
161,mp-20467,PuB4,Cmmm,-0.5052714868333326,0.0,0.0,19.5425668,FM,4.8856417,4,False,1.221410425
162,mp-696746,B4C,R-3m,-0.0290081534999994,1.5149,0.071336736000001,0.0,NM,0.0,0,False,0.0
163,mp-685043,BBr,P1,-0.651382542916666,1.2319,0.0089148436111088,0.0,NM,0.0,0,True,0.0
164,mp-14019,NiB,Cmcm,-0.2421315645833326,0.0,0.0029555482291669,0.0,NM,0.0,0,False,0.0
165,mp-1025149,Ti2B,I4/mcm,-0.3944021519444452,0.0,0.1603009763888883,0.0057288,NM,0.0028644,0,True,0.0028644
166,mp-633538,B9C,P1,0.3149633280000003,0.0,0.3686381892083332,0.0005278,NM,0.0002639,0,True,2.9322222222222223e-05
167,mp-15809,Cr2B,I4/mcm,-0.3709081797222211,0.0,0.0008983541666687,0.0,NM,0.0,0,False,0.0
168,mp-534,B13N2,R-3m,-0.254207581944443,0.0,0.1354937592777796,0.9997988,FM,0.9997988,1,False,0.0769075999999999
169,mp-1186194,Np3B,Fm-3m,0.2933839511458327,0.0,0.4463718182812499,0.8125938,FM,0.8125938,1,True,0.8125938
170,mp-971859,Zn3B,I4/mmm,0.6166455127083335,0.0,0.6166455127083335,0.0002992,NM,0.0002992,0,True,0.0002992
171,mp-1189303,TaB4,P6_3/mmc,0.0703713846666673,0.0,0.4599013963333336,0.001409,NM,0.00035225,0,True,8.80625e-05
172,mp-984718,BAs,P6_3mc,-0.0098324945833327,1.1428000000000005,0.0895174150000022,9.05e-05,NM,4.525e-05,0,True,4.525e-05
173,mp-1479,BP,F-43m,-0.4074876612499993,1.2434999999999992,0.0,0.0,NM,0.0,0,False,0.0
174,mp-1188425,NpB4,Cmmm,-0.418896936083334,0.0,0.0,13.5489325,FM,3.387233125,4,False,0.84680828125
175,mp-1183296,BPb3,Cmcm,0.9857691827083336,0.0,0.9857691827083336,0.0129889,NM,0.00649445,0,True,0.00649445
176,mp-1247928,BCl,P1,-0.2390096365277772,0.0309999999999999,0.716740419999998,0.0005415,NM,3.008333333333333e-05,0,True,3.008333333333333e-05
177,mp-1019317,TcB2,P6_3/mmc,-0.4406373777777783,0.0,0.0,1e-07,NM,5e-08,0,False,2.5e-08
178,mp-978886,SnB,P6_3mc,0.7711706804166676,0.0,0.7711706804166676,0.0002744,NM,0.0001372,0,True,0.0001372
179,mp-1007881,FeB,Cmcm,-0.3736975395833326,0.0,0.0058493275,3.8281656,FM,1.9140828,2,False,1.9140828
180,mp-1105563,GdB4,P4/mbm,-0.5975773188333321,0.0,0.0,2e-07,AFM,5e-08,4,False,1.25e-08
181,mp-7857,TiB,Pnma,-0.8320546924999999,0.0,0.0,0.0,NM,0.0,0,False,0.0
182,mp-1078278,CrB4,Pnnm,-0.3090279233333319,0.0,0.0,0.0,NM,0.0,0,False,0.0
183,mp-1084,ZrB12,Fm-3m,-0.2119791638461532,0.0,0.0158726867948724,0.0,NM,0.0,0,False,0.0
184,mp-1077,B2Ru,Pmmn,-0.2859049244444437,0.0,0.0,2e-07,NM,1e-07,0,False,5e-08
185,mp-1016250,Mg3B,Pmm2,0.6071130627083332,0.0,0.6559962987499999,1.15e-05,NM,1.15e-05,0,True,1.15e-05
186,mp-569376,FeB2,P6/mmm,-0.0514588894444448,0.0,0.2445879858333333,0.7513609,FM,0.7513609,1,False,0.37568045
187,mp-8772,ScB12,Fm-3m,-0.2111460919230759,0.0,0.0,0.0,NM,0.0,0,False,0.0
188,mp-1096797,HgB6,Pm-3m,0.4055880399999998,0.0,0.4055880399999925,0.0003885,NM,0.0003885,0,True,6.475e-05
189,mp-1929,NdB6,Pm-3m,-0.4753213203571422,0.0,0.0,0.0,NM,0.0,0,False,0.0
190,mp-1190213,ReB4,P6_3/mmc,0.5578862046666672,0.0,0.8145960863333368,8.15e-05,NM,2.0375e-05,0,True,5.09375e-06
191,mp-451,ZrB,Fm-3m,-0.3737490845833333,0.0,0.3667694299999997,0.0008305,NM,0.0008305,0,False,0.0008305
192,mp-1186020,Na3B,Fm-3m,0.8400389027945405,0.0,0.8574022788318965,0.5383943,NM,0.5383943,0,True,0.5383943
193,mp-1060281,BN,I4/mmm,-0.6558043470833326,3.5086,0.8055756825000007,0.0,NM,0.0,0,True,0.0
194,mp-1191193,BiB5,P-1,1.1820314881944451,0.0,1.1820314881944451,1.2975957,FM,0.324398925,2,False,0.064879785
195,mp-27820,B7H10,P2_12_12_1,-0.1549386710539224,2.5117,0.0319915280213889,2.77e-05,NM,3.4625e-06,0,False,4.946428571428571e-07
196,mp-2192,BPt,P6_3/mmc,0.0702043754166679,0.0,0.2018834502083404,0.0027082,NM,0.0013541,0,True,0.0013541
197,mp-1183580,Cd3B,I4/mmm,0.8491517252083338,0.0,0.8491517252083338,0.0002952,NM,0.0002952,0,True,0.0002952
198,mp-1103476,DyB12,Fm-3m,-0.2500807292307686,0.0,0.0,1e-07,NM,1e-07,0,False,8.333333333333334e-09
199,mp-1063752,BRh,P6_3/mmc,-0.1644120795833323,0.0,0.2135502750000002,3.68e-05,NM,1.84e-05,0,False,1.84e-05
200,mp-21502,BRh2,Pnma,-0.1930878813888874,0.0,0.0744669558333326,0.0018983,NM,0.000474575,0,False,0.000474575
201,mp-1196893,B3Pd16,C2/c,-0.2085972067105262,0.0,0.0023476631578942,1e-07,NM,5e-08,0,True,1.6666666666666667e-08
202,mp-1226103,Co4B,Pm,-0.1041259958333332,0.0,0.0567050659999992,15.6448602,FM,5.2149534,12,True,5.2149534
203,mp-2501,BMo2,I4/mcm,-0.3164989330555556,0.0,0.0183242799999998,1e-07,NM,5e-08,0,False,5e-08
204,mp-580,PuB2,P6/mmm,-0.4013453227777776,0.0,0.0197142495833322,4.0148694,FM,4.0148694,1,False,2.0074347
205,mp-1915,Fe2B,I4/mcm,-0.3074934447222214,0.0,0.0,9.2991168,FM,4.6495584,4,False,4.6495584
206,mp-29721,B3H5,Cmc2_1,-0.1464263528125,3.8726,0.0382710849005585,0.0,NM,0.0,0,False,0.0
207,mp-1183667,B4H5,P2_1/c,-0.1723789683101849,2.8507,0.0163307104340457,0.0001685,NM,1.053125e-05,0,True,2.6328125e-06
208,mp-619,UB4,P4/mbm,-0.5080195338333325,0.0,0.0,0.0012504,NM,0.0003126,0,False,7.815e-05
209,mp-1188836,V5B3,I4/mcm,-0.6196104809375012,0.0,0.0579147171874989,0.000793,NM,0.0003965,0,True,0.0001321666666666
210,mp-1087495,Tc3B,Cmcm,-0.2681682285416666,0.0,0.0,0.0,NM,0.0,0,False,0.0
211,mp-2252,ScB2,P6/mmm,-0.8388382277777767,0.0,0.0,4e-07,NM,4e-07,0,False,2e-07
