material_id,formula_pretty,spacegroup,formation_energy_per_atom,band_gap,energy_above_hull,total_magnetization,ordering,total_magnetization_normalized_formula_units,num_magnetic_sites,theoretical,Magmom_per_B
mp-2847,ErB4,P4/mbm,-0.5858285723333332,0.0,0.0,0.0,NM,0.0,0,False,0.0
mp-1226275,Cr4B,F222,0.08005269616666766,0.0,0.30313661650000334,0.0009259,NM,0.00046295,0,True,0.00046295
mp-1201949,B5H4,I4_1/acd,0.17270899886574081,2.8736,0.32544114785564826,0.0,NM,0.0,0,False,0.0
mp-262,Na3B20,Cmmm,-0.06039435143428245,0.0,0.0,0.0,NM,0.0,0,False,0.0
mp-1201287,CuB5,Pbca,0.41569769611111224,0.0,0.4156976961111125,0.0004063,NM,2.539375e-05,0,True,5.07875e-06
mp-7283,LaB4,P4/mbm,-0.564821469333333,0.0,0.0,0.0002999,NM,7.4975e-05,0,False,1.874375e-05
mp-1227634,Be4B25,P2/c,0.21043082485632156,0.0,0.21331309017241296,0.0006228,NM,0.0003114,0,True,1.2455999999999999e-05
mp-1014138,ZrB,P-6m2,-0.40944271208333394,0.0,0.33107580249999913,6.6e-06,NM,3.3e-06,0,True,3.3e-06
mp-8365,MnB,Pnma,-0.5004360872988514,0.0,0.0,8.3465466,FM,2.08663665,4,False,2.08663665
mp-22319,UB12,Fm-3m,-0.27362737692307676,0.0,0.0,0.0,NM,0.0,0,False,0.0
mp-242,SrB6,Pm-3m,-0.45038172309523766,0.0,0.0,0.0,NM,0.0,0,False,0.0
mp-1001602,B12W,Fm-3m,0.20553031230769228,0.0,0.2823633660256464,6.17e-05,NM,6.17e-05,0,True,5.141666666666666e-06
mp-569281,HoB4,P4/mbm,-0.5915577948333322,0.0,0.0,0.0,NM,0.0,0,False,0.0
mp-1056860,NaB,Fm-3m,1.8575636371408049,0.0,1.8922903892155176,0.0363243,NM,0.0363243,0,False,0.0363243
mp-1994,HfB2,P6/mmm,-1.0178862927777768,0.0,0.0,1e-07,NM,1e-07,0,False,5e-08
mp-1106180,Re7B3,P6_3mc,-0.22203072074999994,0.0,0.008299404299997093,1e-07,NM,5e-08,0,False,1.6666666666666667e-08
mp-23256,BCl,P2_12_12_1,-0.8562718572395829,0.8387,0.09947819928819168,0.0,NM,0.0,0,False,0.0
mp-2617,B2Pd5,C2/c,-0.2551906590476187,0.0,0.006312558928571299,0.0,NM,0.0,0,False,0.0
mp-30529,B5H11,P2_1/c,-0.158707534739583,4.6651,0.02219420865766608,0.0025558,NM,0.00063895,0,False,0.00012779
mp-20373,Co3B,Pnma,-0.18323448979166646,0.0,0.017804337500000322,14.2613752,FM,3.5653438,12,False,3.5653438
mp-1245057,B2O3,P1,-2.6520142217166667,4.2258,0.1468054645333332,2.56e-05,NM,1.28e-06,0,True,6.4e-07
mp-1008487,BW,Cmcm,-0.35619584708333285,0.0,0.011479258749998777,1e-07,NM,5e-08,0,False,5e-08
mp-15617,Cr5B3,I4/mcm,-0.4156522671874985,0.0,0.0,3e-07,NM,1.5e-07,0,False,5e-08
mp-23189,BI3,P6_3/m,-0.38532954979166645,2.6901,0.0,0.0,NM,0.0,0,False,0.0
mp-1245228,BN,P1,-0.7952020421833333,1.7402,0.6661779874000011,0.0029797,NM,5.9594e-05,0,True,5.9594e-05
mp-706630,B5H7,P2/c,-0.18722790059027794,3.3929,0.0,0.0,NM,0.0,0,False,0.0
mp-567164,BRh,P6_3/mmc,-0.3779623545833326,0.0,0.0,1e-07,NM,5e-08,0,False,5e-08
mp-425,GdB2,P6/mmm,-0.47723119277777687,0.0,0.06832967733333284,7.2331512,FM,7.2331512,1,False,3.6165756
mp-1245025,B2O3,P1,-2.7356498717166664,4.1254,0.06316981453333348,0.0011737,NM,5.8685e-05,0,True,2.93425e-05
